"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	121	282392	42.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	118	282789	41.7
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	127	282579	44.9
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	115	281695	40.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	148	278479	53.1
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	130	275757	47.1
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	125	273022	45.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	168	270751	62.0
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	121	268722	45.0
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	12	267995	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	129	267995	48.1
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	13	267499	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	121	267499	45.2
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	130	266315	48.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease with late onset"	"G30.1"	12	264857	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	140	264857	52.9
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	186	264145	70.4
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	202	263087	76.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease with late onset"	"G30.1"	15	261504	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	171	261504	65.4
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	12	261655	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	180	261655	68.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease with late onset"	"G30.1"	11	260396	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	187	260396	71.8
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	175	260242	67.2
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	12	258305	Unreliable
	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	191	258305	73.9
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	26	256164	10.1
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	29	257120	11.3
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	24	258229	9.3
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	25	259248	9.6
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	41	259907	15.8
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	42	259847	16.2
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	43	257310	16.7
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	37	255031	14.5
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	48	253098	19.0
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	43	251906	17.1
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease with late onset"	"G30.1"	10	249934	Unreliable
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	46	249934	18.4
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	58	249411	23.3
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	51	249440	20.4
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	49	249128	19.7
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	54	248621	21.7
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	74	248413	29.8
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	65	247962	26.2
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	71	247090	28.7
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	63	247512	25.5
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	84	246948	34.0
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	74	247235	29.9
	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	98	245253	40.0
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	"Alzheimer disease with late onset"	"G30.1"	11	314244	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	18	314244	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	30	317108	9.5
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	25	322558	7.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	"Alzheimer disease with late onset"	"G30.1"	11	327201	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	36	327201	11.0
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Alzheimer disease with late onset"	"G30.1"	10	332251	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	51	332251	15.3
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	56	336175	16.7
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	66	341256	19.3
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Alzheimer disease with late onset"	"G30.1"	10	347752	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	63	347752	18.1
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	87	350822	24.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	92	354248	26.0
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	71	357826	19.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	14	361120	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	93	361120	25.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	13	363411	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	96	363411	26.4
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	88	370483	23.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	99	373057	26.5
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	102	375939	27.1
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	123	378176	32.5
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	114	381656	29.9
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	135	382968	35.3
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	102	383169	26.6
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	99	384457	25.8
	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	103	384977	26.8
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease with late onset"	"G30.1"	18	430031	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	117	430031	27.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease with late onset"	"G30.1"	26	428128	6.1
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	117	428128	27.3
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease with late onset"	"G30.1"	26	424356	6.1
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	148	424356	34.9
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease with late onset"	"G30.1"	34	420874	8.1
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	144	420874	34.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease with late onset"	"G30.1"	39	419256	9.3
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	170	419256	40.5
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease with late onset"	"G30.1"	29	417073	7.0
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	183	417073	43.9
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease with late onset"	"G30.1"	16	416229	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	193	416229	46.4
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease with late onset"	"G30.1"	13	417325	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	214	417325	51.3
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease with late onset"	"G30.1"	18	416691	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	238	416691	57.1
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease with late onset"	"G30.1"	26	417545	6.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	243	417545	58.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease with late onset"	"G30.1"	14	418498	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	210	418498	50.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	26	420141	6.2
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	222	420141	52.8
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	25	425798	5.9
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	217	425798	51.0
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease with late onset"	"G30.1"	20	427091	4.7
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	216	427091	50.6
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease with late onset"	"G30.1"	13	429823	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	231	429823	53.7
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease with late onset"	"G30.1"	17	432170	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	274	432170	63.4
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease with late onset"	"G30.1"	20	434249	4.6
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	316	434249	72.8
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease with late onset"	"G30.1"	19	431146	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	335	431146	77.7
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	30	432958	6.9
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	368	432958	85.0
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease with late onset"	"G30.1"	19	432692	Unreliable
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	331	432692	76.5
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease with late onset"	"G30.1"	22	433518	5.1
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	264	433518	60.9
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	36	433654	8.3
	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	286	433654	66.0
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	20	273932	7.3
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	18	278745	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	12	282268	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	17	286031	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	14	291410	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	21	295883	7.1
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	20	300872	6.6
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	22	303411	7.3
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	36	305247	11.8
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	39	307926	12.7
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	52	311200	16.7
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	36	312941	11.5
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	39	319534	12.2
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	29	321761	9.0
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	27	323800	8.3
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	43	325742	13.2
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	42	328676	12.8
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	47	329697	14.3
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	51	328618	15.5
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	47	327895	14.3
	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	52	327417	15.9
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	"Alzheimer disease, unspecified"	"G30.9"	61	412108	14.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease with late onset"	"G30.1"	14	412613	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	"Alzheimer disease, unspecified"	"G30.9"	55	412613	13.3
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	"Alzheimer disease, unspecified"	"G30.9"	54	410305	13.2
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease with late onset"	"G30.1"	19	407187	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	"Alzheimer disease, unspecified"	"G30.9"	49	407187	12.0
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease with late onset"	"G30.1"	10	405204	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	"Alzheimer disease, unspecified"	"G30.9"	52	405204	12.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	"Alzheimer disease, unspecified"	"G30.9"	58	404741	14.3
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	"Alzheimer disease, unspecified"	"G30.9"	74	404515	18.3
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	"Alzheimer disease, unspecified"	"G30.9"	73	404575	18.0
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease with late onset"	"G30.1"	13	405706	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	92	405706	22.7
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	106	405442	26.1
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	73	406896	17.9
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	81	408653	19.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease with late onset"	"G30.1"	11	414082	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	86	414082	20.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	88	415554	21.2
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	105	416827	25.2
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	113	416265	27.1
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	155	417797	37.1
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	128	415285	30.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease with late onset"	"G30.1"	11	418578	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	160	418578	38.2
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	151	418718	36.1
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	125	418820	29.8
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease with late onset"	"G30.1"	17	417198	Unreliable
	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	"Alzheimer disease, unspecified"	"G30.9"	113	417198	27.1
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	"Alzheimer disease, unspecified"	"G30.9"	12	338258	Unreliable
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	"Alzheimer disease, unspecified"	"G30.9"	10	354888	Unreliable
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	"Alzheimer disease, unspecified"	"G30.9"	10	378873	Unreliable
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	"Alzheimer disease, unspecified"	"G30.9"	16	397858	Unreliable
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	"Alzheimer disease, unspecified"	"G30.9"	14	415416	Unreliable
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	"Alzheimer disease, unspecified"	"G30.9"	21	441405	4.8
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	"Alzheimer disease, unspecified"	"G30.9"	39	467583	8.3
	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	30	483160	6.2
